,folds:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,ACSF1,0.9,0.83,0.8,0.85,0.83,0.88,0.81,0.84,0.77,0.77,0.84,0.87,0.9,0.82,0.84,0.78,0.84,0.84,0.81,0.78,0.77,0.86,0.8,0.84,0.82,0.89,0.77,0.77,0.8,0.88
1,Adiac,0.8260869565217391,0.8132992327365729,0.8107416879795396,0.8005115089514067,0.8363171355498721,0.8158567774936062,0.8056265984654731,0.7979539641943734,0.7953964194373402,0.8056265984654731,0.7979539641943734,0.8158567774936062,0.7851662404092071,0.7928388746803069,0.8081841432225064,0.8235294117647058,0.8158567774936062,0.7928388746803069,0.7953964194373402,0.8107416879795396,0.8107416879795396,0.8363171355498721,0.8312020460358056,0.8158567774936062,0.80306905370844,0.8235294117647058,0.7979539641943734,0.8184143222506394,0.8465473145780051,0.8056265984654731
2,AllGestureWiimoteX,0.7042857142857143,0.7014285714285714,0.7057142857142857,0.6957142857142857,0.6957142857142857,0.6957142857142857,0.69,0.7057142857142857,0.7028571428571428,0.71,0.72,0.7,0.7014285714285714,0.7,0.7142857142857143,0.7042857142857143,0.71,0.7028571428571428,0.7042857142857143,0.6857142857142857,0.7042857142857143,0.7042857142857143,0.7142857142857143,0.7128571428571429,0.7085714285714285,0.68,0.6985714285714286,0.6928571428571428,0.7257142857142858,0.7014285714285714
3,AllGestureWiimoteY,0.7314285714285714,0.7685714285714286,0.7585714285714286,0.7428571428571429,0.7614285714285715,0.7457142857142857,0.7514285714285714,0.76,0.7571428571428571,0.75,0.75,0.7571428571428571,0.7642857142857142,0.7614285714285715,0.7428571428571429,0.7385714285714285,0.7442857142857143,0.7571428571428571,0.75,0.7585714285714286,0.7528571428571429,0.7471428571428571,0.75,0.7471428571428571,0.75,0.76,0.7471428571428571,0.7585714285714286,0.7514285714285714,0.7528571428571429
4,AllGestureWiimoteZ,0.6985714285714286,0.7,0.6971428571428572,0.6871428571428572,0.7157142857142857,0.7185714285714285,0.7014285714285714,0.6957142857142857,0.69,0.6971428571428572,0.6914285714285714,0.7114285714285714,0.6914285714285714,0.6985714285714286,0.6971428571428572,0.6971428571428572,0.7042857142857143,0.7042857142857143,0.7057142857142857,0.7128571428571429,0.6928571428571428,0.6871428571428572,0.6942857142857143,0.7,0.6985714285714286,0.7057142857142857,0.7185714285714285,0.6942857142857143,0.6985714285714286,0.6814285714285714
5,ArrowHead,0.8742857142857143,0.8857142857142857,0.9257142857142856,0.8971428571428571,0.8914285714285715,0.8742857142857143,0.8914285714285715,0.9142857142857144,0.9142857142857144,0.9085714285714286,0.8457142857142858,0.9085714285714286,0.7942857142857143,0.92,0.9142857142857144,0.9142857142857144,0.8457142857142858,0.92,0.8971428571428571,0.8914285714285715,0.9428571428571428,0.8971428571428571,0.8285714285714286,0.8914285714285715,0.9142857142857144,0.8971428571428571,0.9542857142857144,0.8857142857142857,0.8971428571428571,0.8742857142857143
6,BME,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,Beef,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.6666666666666666,0.8666666666666667,0.6333333333333333,0.9,0.6666666666666666,0.9,0.8,0.7666666666666667,0.8,0.8666666666666667,0.6333333333333333,0.7666666666666667,0.8,0.7333333333333333,0.7333333333333333,0.6,0.8666666666666667,0.7666666666666667,0.9,0.8,0.6666666666666666,0.7666666666666667,0.6666666666666666,0.8666666666666667,0.8333333333333334,0.7,0.8333333333333334
8,BeetleFly,0.85,0.9,0.8,0.9,0.9,0.9,1.0,0.9,0.9,0.95,1.0,0.95,0.8,0.8,0.75,0.95,0.9,0.9,0.9,0.85,0.9,1.0,0.85,1.0,0.85,0.95,0.85,0.8,0.85,1.0
9,BirdChicken,0.9,0.9,0.8,1.0,1.0,0.95,0.9,0.8,0.85,0.9,0.9,0.9,0.95,0.85,0.85,0.95,0.95,0.9,0.85,0.9,0.9,0.95,0.95,0.9,0.8,0.9,0.9,0.8,0.9,0.8
10,CBF,0.9966666666666668,0.9944444444444444,0.9688888888888888,0.9955555555555556,0.9955555555555556,0.9855555555555556,0.9933333333333332,0.9944444444444444,0.9933333333333332,0.9988888888888888,0.9855555555555556,0.9955555555555556,0.9955555555555556,0.9977777777777778,0.9944444444444444,1.0,0.9922222222222222,0.9877777777777778,0.9844444444444445,0.9933333333333332,0.9755555555555556,0.9966666666666668,0.9988888888888888,0.9955555555555556,0.9988888888888888,0.9977777777777778,0.9977777777777778,0.9977777777777778,0.98,0.9944444444444444
11,Car,0.9333333333333332,0.9333333333333332,0.9166666666666666,0.9166666666666666,0.85,0.9333333333333332,0.9,0.9666666666666668,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8833333333333333,0.9166666666666666,0.9166666666666666,0.9,0.9333333333333332,0.9333333333333332,0.9166666666666666,0.9166666666666666,0.9333333333333332,0.9166666666666666,0.9333333333333332,0.95,0.9,0.9333333333333332,0.9,0.9333333333333332,0.9,0.9333333333333332,0.9
12,Chinatown,0.979591836734694,0.956268221574344,0.9737609329446064,0.9708454810495628,0.9650145772594751,0.9620991253644317,0.9650145772594751,0.967930029154519,0.97667638483965,0.9650145772594751,0.9708454810495628,0.9650145772594751,0.97667638483965,0.9708454810495628,0.9708454810495628,0.9504373177842566,0.9650145772594751,0.967930029154519,0.9708454810495628,0.9650145772594751,0.9591836734693876,0.9591836734693876,0.9650145772594751,0.9591836734693876,0.9620991253644317,0.9708454810495628,0.979591836734694,0.9620991253644317,0.9737609329446064,0.9620991253644317
13,ChlorineConcentration,0.7645833333333333,0.7890625,0.7677083333333333,0.7653645833333333,0.78125,0.76015625,0.7713541666666667,0.78671875,0.7643229166666666,0.7416666666666667,0.7669270833333334,0.7505208333333333,0.7731770833333333,0.7645833333333333,0.77109375,0.75703125,0.7768229166666667,0.7708333333333334,0.75546875,0.7453125,0.7580729166666667,0.7484375,0.76015625,0.7557291666666667,0.78828125,0.7473958333333334,0.7359375,0.7484375,0.7588541666666667,0.74296875
14,CinCECGTorso,0.9492753623188406,0.9427536231884058,0.9608695652173912,0.991304347826087,0.9521739130434784,0.9514492753623188,0.8833333333333333,0.9630434782608696,0.9681159420289857,0.960144927536232,0.9355072463768116,0.9804347826086957,0.9405797101449276,0.9579710144927536,0.9644927536231884,0.9594202898550724,0.9311594202898552,0.9833333333333332,0.932608695652174,0.9760869565217392,0.977536231884058,0.946376811594203,0.8818840579710145,0.9789855072463768,0.8913043478260869,0.967391304347826,0.941304347826087,0.9659420289855072,0.9543478260869566,0.8985507246376812
15,Coffee,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0
16,Computers,0.772,0.828,0.832,0.852,0.828,0.868,0.828,0.816,0.832,0.86,0.828,0.836,0.832,0.876,0.856,0.824,0.84,0.9,0.824,0.864,0.856,0.808,0.876,0.84,0.844,0.852,0.812,0.844,0.872,0.836
17,CricketX,0.7923076923076923,0.8153846153846154,0.8153846153846154,0.8076923076923077,0.8076923076923077,0.8025641025641026,0.7923076923076923,0.8384615384615385,0.8512820512820513,0.8153846153846154,0.8153846153846154,0.8333333333333334,0.8307692307692308,0.8256410256410256,0.8051282051282052,0.841025641025641,0.8025641025641026,0.8256410256410256,0.7743589743589744,0.8333333333333334,0.7974358974358975,0.8,0.8051282051282052,0.8333333333333334,0.8153846153846154,0.8179487179487179,0.8102564102564103,0.8128205128205128,0.8358974358974359,0.8025641025641026
18,CricketY,0.8435897435897436,0.8461538461538461,0.8,0.8076923076923077,0.8076923076923077,0.8153846153846154,0.8307692307692308,0.8205128205128205,0.8384615384615385,0.8487179487179487,0.8384615384615385,0.8666666666666667,0.8384615384615385,0.8076923076923077,0.8435897435897436,0.7923076923076923,0.8487179487179487,0.8282051282051283,0.8256410256410256,0.8205128205128205,0.8435897435897436,0.8256410256410256,0.8538461538461538,0.8333333333333334,0.8153846153846154,0.8487179487179487,0.8333333333333334,0.8256410256410256,0.8487179487179487,0.8538461538461538
19,CricketZ,0.8333333333333334,0.7974358974358975,0.8435897435897436,0.8179487179487179,0.8487179487179487,0.823076923076923,0.8282051282051283,0.8666666666666667,0.8564102564102564,0.7974358974358975,0.8256410256410256,0.8282051282051283,0.8051282051282052,0.8179487179487179,0.8282051282051283,0.8076923076923077,0.841025641025641,0.8358974358974359,0.8282051282051283,0.8461538461538461,0.8358974358974359,0.8076923076923077,0.8102564102564103,0.8076923076923077,0.8282051282051283,0.8358974358974359,0.8179487179487179,0.8051282051282052,0.7871794871794872,0.841025641025641
20,Crop,0.7648809523809523,0.7629166666666667,0.7611309523809524,0.7646428571428572,0.7653571428571428,0.7651190476190476,0.7670238095238096,0.7660119047619047,0.7610714285714286,0.7620238095238095,0.7620238095238095,0.76625,0.7673809523809524,0.7667857142857143,0.759702380952381,0.7645238095238095,0.7660714285714286,0.7623214285714286,0.7635714285714286,0.7645238095238095,0.7628571428571429,0.7610714285714286,0.7641666666666667,0.7643452380952381,0.7664880952380952,0.7680357142857143,0.765,0.7625595238095239,0.7636904761904761,0.7676190476190476
21,DiatomSizeReduction,0.9607843137254902,0.9803921568627452,0.9019607843137256,0.8856209150326797,0.9803921568627452,0.9803921568627452,0.9673202614379084,0.9705882352941176,0.9836601307189542,0.9738562091503268,0.8954248366013072,0.9575163398692812,0.9803921568627452,0.9215686274509804,0.9673202614379084,0.8921568627450981,0.937908496732026,0.9705882352941176,0.9738562091503268,0.8986928104575164,0.9673202614379084,0.954248366013072,0.9607843137254902,0.9705882352941176,0.8954248366013072,0.9836601307189542,0.954248366013072,0.9803921568627452,0.9738562091503268,0.9836601307189542
22,DistalPhalanxOutlineAgeGroup,0.7841726618705036,0.841726618705036,0.8057553956834532,0.8561151079136691,0.762589928057554,0.762589928057554,0.841726618705036,0.8129496402877698,0.7697841726618705,0.7913669064748201,0.7841726618705036,0.8057553956834532,0.8633093525179856,0.7985611510791367,0.8633093525179856,0.8201438848920863,0.8057553956834532,0.8489208633093526,0.8129496402877698,0.8201438848920863,0.762589928057554,0.8201438848920863,0.8057553956834532,0.8561151079136691,0.8129496402877698,0.8633093525179856,0.8201438848920863,0.8273381294964028,0.8489208633093526,0.8273381294964028
23,DistalPhalanxOutlineCorrect,0.7862318840579711,0.8152173913043478,0.8623188405797102,0.8043478260869565,0.822463768115942,0.8623188405797102,0.8623188405797102,0.8152173913043478,0.8260869565217391,0.855072463768116,0.8442028985507246,0.8586956521739131,0.8659420289855072,0.8659420289855072,0.855072463768116,0.8478260869565217,0.8586956521739131,0.8079710144927537,0.8478260869565217,0.8333333333333334,0.8478260869565217,0.8260869565217391,0.8007246376811594,0.8369565217391305,0.8659420289855072,0.8514492753623188,0.8152173913043478,0.8333333333333334,0.8260869565217391,0.8514492753623188
24,DistalPhalanxTW,0.7050359712230215,0.6906474820143885,0.7194244604316546,0.7338129496402878,0.7194244604316546,0.6834532374100719,0.6834532374100719,0.6834532374100719,0.7194244604316546,0.6762589928057554,0.6906474820143885,0.7050359712230215,0.6762589928057554,0.6618705035971223,0.697841726618705,0.697841726618705,0.7194244604316546,0.6834532374100719,0.7122302158273381,0.697841726618705,0.7122302158273381,0.7194244604316546,0.6834532374100719,0.7050359712230215,0.7266187050359713,0.6834532374100719,0.7122302158273381,0.7050359712230215,0.6690647482014388,0.7194244604316546
25,DodgerLoopDay,0.5875,0.5875,0.5875,0.6125,0.5875,0.575,0.575,0.575,0.6,0.5625,0.5875,0.575,0.6,0.575,0.575,0.575,0.5875,0.6125,0.5875,0.5625,0.5875,0.575,0.5875,0.575,0.6,0.575,0.625,0.5875,0.5625,0.6125
26,DodgerLoopGame,0.8260869565217391,0.8260869565217391,0.8188405797101449,0.8188405797101449,0.8115942028985508,0.8115942028985508,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8188405797101449,0.8188405797101449,0.8188405797101449,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8188405797101449,0.8260869565217391,0.8405797101449275,0.8333333333333334,0.8188405797101449,0.8260869565217391,0.8188405797101449,0.8333333333333334,0.8260869565217391,0.8115942028985508,0.8188405797101449,0.8260869565217391,0.8333333333333334,0.8188405797101449
27,DodgerLoopWeekend,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174
28,ECG200,0.92,0.89,0.89,0.9,0.9,0.91,0.83,0.89,0.93,0.89,0.87,0.87,0.9,0.86,0.89,0.88,0.85,0.92,0.93,0.86,0.85,0.87,0.86,0.92,0.88,0.92,0.88,0.92,0.88,0.9
29,ECG5000,0.9462222222222222,0.9453333333333334,0.9477777777777778,0.9484444444444444,0.9453333333333334,0.9477777777777778,0.9428888888888888,0.9422222222222222,0.9508888888888888,0.9451111111111112,0.9464444444444444,0.9428888888888888,0.9511111111111112,0.9451111111111112,0.9471111111111112,0.9464444444444444,0.9473333333333334,0.9451111111111112,0.9446666666666668,0.9482222222222222,0.9504444444444444,0.9477777777777778,0.9473333333333334,0.9462222222222222,0.9486666666666668,0.948,0.9446666666666668,0.9417777777777778,0.9475555555555556,0.9457777777777778
30,ECGFiveDays,1.0,1.0,1.0,0.9883855981416956,0.9907084785133564,0.9976771196283392,0.989547038327526,1.0,1.0,1.0,0.9976771196283392,1.0,0.9790940766550522,0.989547038327526,0.9976771196283392,1.0,1.0,1.0,0.9883855981416956,0.9814169570267132,0.9965156794425089,0.994192799070848,0.9860627177700348,0.9953542392566784,0.9988385598141696,0.9883855981416956,0.9976771196283392,0.9976771196283392,0.9860627177700348,0.9965156794425089
31,EOGHorizontalSignal,0.6298342541436464,0.850828729281768,0.8370165745856354,0.8701657458563536,0.8674033149171271,0.8535911602209945,0.850828729281768,0.8701657458563536,0.8812154696132597,0.9005524861878453,0.8453038674033149,0.8729281767955801,0.8701657458563536,0.8453038674033149,0.850828729281768,0.8701657458563536,0.8701657458563536,0.8591160220994475,0.8646408839779005,0.856353591160221,0.8701657458563536,0.8701657458563536,0.8729281767955801,0.856353591160221,0.8729281767955801,0.8756906077348067,0.856353591160221,0.8729281767955801,0.8370165745856354,0.8646408839779005
32,EOGVerticalSignal,0.5027624309392266,0.7790055248618785,0.8038674033149171,0.7817679558011049,0.7955801104972375,0.7983425414364641,0.8011049723756906,0.7817679558011049,0.7845303867403315,0.7596685082872928,0.8066298342541437,0.8093922651933702,0.7983425414364641,0.8066298342541437,0.787292817679558,0.7983425414364641,0.7983425414364641,0.8176795580110497,0.8176795580110497,0.8011049723756906,0.7790055248618785,0.8204419889502762,0.8149171270718232,0.7928176795580111,0.8149171270718232,0.7817679558011049,0.8066298342541437,0.7955801104972375,0.7955801104972375,0.8149171270718232
33,Earthquakes,0.7482014388489209,0.7482014388489209,0.7553956834532374,0.7482014388489209,0.7482014388489209,0.7553956834532374,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7553956834532374,0.7410071942446043,0.7482014388489209,0.7266187050359713,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7410071942446043,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7553956834532374
34,ElectricDevices,0.7393334197899105,0.90195824147322,0.8948255738555311,0.8992348592919206,0.8952146284528596,0.896381792244845,0.9014395020101156,0.8988458046945922,0.8965114771106212,0.8983270652314875,0.9077940604331476,0.897938010634159,0.9032550901309816,0.8997535987550253,0.9048113085202956,0.9016988717416676,0.9037738295940864,0.9000129684865776,0.8967708468421736,0.9002723382181299,0.8978083257683829,0.9007910776812346,0.9016988717416676,0.9004020230839062,0.9026066658021008,0.8985864349630398,0.8997535987550253,0.9015691868758916,0.9059784723122812,0.9013098171443392
35,EthanolLevel,0.594,0.68,0.708,0.688,0.71,0.686,0.702,0.702,0.69,0.694,0.672,0.706,0.702,0.684,0.722,0.694,0.724,0.694,0.662,0.658,0.702,0.706,0.724,0.702,0.69,0.71,0.68,0.712,0.68,0.662
36,FaceAll,0.8130177514792899,0.9905325443786982,0.9928994082840236,0.9905325443786982,0.991715976331361,0.9875739644970414,0.9881656804733728,0.98698224852071,0.991715976331361,0.9893491124260356,0.9899408284023667,0.9887573964497042,0.9893491124260356,0.9911242603550297,0.9905325443786982,0.9881656804733728,0.9863905325443788,0.9893491124260356,0.9905325443786982,0.991715976331361,0.9887573964497042,0.9887573964497042,0.9911242603550297,0.9863905325443788,0.993491124260355,0.9905325443786982,0.9911242603550297,0.9928994082840236,0.9887573964497042,0.9893491124260356
37,FaceFour,0.9318181818181818,0.9659090909090908,0.7386363636363636,0.8522727272727273,0.9431818181818182,0.8863636363636364,0.875,0.9204545454545454,0.9090909090909092,0.8522727272727273,0.9431818181818182,0.9772727272727272,0.9204545454545454,0.8295454545454546,0.9431818181818182,0.9431818181818182,0.8863636363636364,0.8977272727272727,0.8295454545454546,0.9659090909090908,0.875,0.9090909090909092,0.875,0.9090909090909092,0.9204545454545454,0.9545454545454546,0.9090909090909092,0.875,0.8863636363636364,0.8522727272727273
38,FacesUCR,0.9590243902439024,0.968780487804878,0.973170731707317,0.9707317073170731,0.9658536585365852,0.9702439024390244,0.977560975609756,0.9678048780487803,0.973170731707317,0.964390243902439,0.9790243902439024,0.964390243902439,0.9634146341463414,0.9634146341463414,0.9658536585365852,0.9697560975609756,0.9648780487804878,0.96,0.977560975609756,0.9751219512195122,0.973170731707317,0.9682926829268292,0.9692682926829268,0.9736585365853658,0.968780487804878,0.962439024390244,0.9702439024390244,0.973170731707317,0.9741463414634146,0.9639024390243902
39,FiftyWords,0.8461538461538461,0.832967032967033,0.8417582417582418,0.8307692307692308,0.8417582417582418,0.8307692307692308,0.8153846153846154,0.843956043956044,0.843956043956044,0.8307692307692308,0.8395604395604396,0.8417582417582418,0.8131868131868132,0.843956043956044,0.8263736263736263,0.8351648351648352,0.8241758241758241,0.8153846153846154,0.8395604395604396,0.8307692307692308,0.8351648351648352,0.832967032967033,0.8175824175824176,0.8373626373626374,0.8307692307692308,0.8351648351648352,0.8285714285714286,0.8527472527472527,0.8263736263736263,0.8483516483516483
40,Fish,0.9828571428571428,0.9885714285714284,1.0,0.9828571428571428,0.9828571428571428,0.9885714285714284,0.9942857142857144,0.9714285714285714,0.9714285714285714,0.9885714285714284,0.96,0.9657142857142856,0.9657142857142856,0.9942857142857144,1.0,0.9828571428571428,0.9714285714285714,0.9714285714285714,0.9771428571428572,0.9885714285714284,0.9771428571428572,0.9828571428571428,0.9828571428571428,0.9771428571428572,0.9771428571428572,0.9828571428571428,0.9885714285714284,0.9885714285714284,0.9885714285714284,0.9771428571428572
41,FordA,0.9537878787878789,0.9409090909090908,0.956060606060606,0.95,0.9484848484848484,0.953030303030303,0.937878787878788,0.946969696969697,0.946969696969697,0.9575757575757576,0.956060606060606,0.9545454545454546,0.9568181818181818,0.9492424242424242,0.9575757575757576,0.9507575757575758,0.946969696969697,0.9515151515151516,0.956060606060606,0.9568181818181818,0.9522727272727272,0.9659090909090908,0.9522727272727272,0.9568181818181818,0.9507575757575758,0.9606060606060606,0.953030303030303,0.9583333333333334,0.9515151515151516,0.9553030303030304
42,FordB,0.825925925925926,0.9197530864197532,0.945679012345679,0.937037037037037,0.9246913580246914,0.9308641975308642,0.9333333333333332,0.94320987654321,0.9209876543209876,0.9333333333333332,0.928395061728395,0.9395061728395062,0.928395061728395,0.9209876543209876,0.928395061728395,0.9382716049382716,0.9308641975308642,0.9246913580246914,0.9358024691358025,0.9358024691358025,0.928395061728395,0.9320987654320988,0.928395061728395,0.9395061728395062,0.9320987654320988,0.9333333333333332,0.937037037037037,0.9358024691358025,0.9358024691358025,0.9197530864197532
